Time,Temperature of system I,Temperature of system II,index A,index B,index C,index D,Mineral_parameter_1,Mineral_parameter_2,Mineral_parameter_3,Mineral_parameter_4,Process parameter 3,Process parameter 4
2022/4/10 0:38,,,,,,,56.27,111.38,47.52,20.26,283.7748889,163.4533333
2022/4/10 0:39,,,,,,,56.27,111.38,47.52,20.26,283.8371667,163.4275
2022/4/10 0:40,,,,,,,56.27,111.38,47.52,20.26,283.8994444,163.4016667
2022/4/10 0:41,,,,,,,56.27,111.38,47.52,20.26,283.9617222,163.3758333
2022/4/10 0:42,,,,,,,56.27,111.38,47.52,20.26,284.024,163.35
2022/4/10 0:43,,,,,,,56.27,111.38,47.52,20.26,284.0862778,163.3241667
2022/4/10 0:44,,,,,,,56.27,111.38,47.52,20.26,284.1485556,163.2983333
2022/4/10 0:45,,,,,,,56.27,111.38,47.52,20.26,284.2108333,163.2725
2022/4/10 0:46,,,,,,,56.27,111.38,47.52,20.26,284.2731111,163.2466667
2022/4/10 0:47,,,,,,,56.27,111.38,47.52,20.26,284.3353889,163.2208333
2022/4/10 0:48,,,,,,,56.27,111.38,47.52,20.26,284.3976667,163.195
2022/4/10 0:49,,,,,,,56.27,111.38,47.52,20.26,284.4599444,163.1691667
2022/4/10 0:50,,,,,,,56.27,111.38,47.52,20.26,284.5222222,163.1433333
2022/4/10 0:51,,,,,,,56.27,111.38,47.52,20.26,284.5845,163.1175
2022/4/10 0:52,,,,,,,56.27,111.38,47.52,20.26,284.6467778,163.0916667
2022/4/10 0:53,,,,,,,56.27,111.38,47.52,20.26,284.7090556,163.0658333
2022/4/10 0:54,,,,,,,56.27,111.38,47.52,20.26,284.7713333,163.04
2022/4/10 0:55,,,,,,,56.27,111.38,47.52,20.26,284.8336111,163.0141667
2022/4/10 0:56,,,,,,,56.27,111.38,47.52,20.26,284.8958889,162.9883333
2022/4/10 0:57,,,,,,,56.27,111.38,47.52,20.26,284.9581667,162.9625
2022/4/10 0:58,,,,,,,56.27,111.38,47.52,20.26,285.0204444,162.9366667
2022/4/10 0:59,,,,,,,56.27,111.38,47.52,20.26,285.0827222,162.9108333
2022/4/10 1:00,,,,,,,56.27,111.38,47.52,20.26,285.145,162.885
2022/4/10 1:01,,,,,,,56.27,111.38,47.52,20.26,285.2072778,162.8591667
2022/4/10 1:02,,,,,,,56.27,111.38,47.52,20.26,285.2695556,162.8333333
2022/4/10 1:03,,,,,,,56.27,111.38,47.52,20.26,285.3318333,162.8075
2022/4/10 1:04,,,,,,,56.27,111.38,47.52,20.26,285.3941111,162.7816667
2022/4/10 1:05,,,,,,,56.27,111.38,47.52,20.26,285.4563889,162.7558333
2022/4/10 1:06,,,,,,,56.27,111.38,47.52,20.26,285.5186667,162.73
2022/4/10 1:07,,,,,,,56.27,111.38,47.52,20.26,285.5809444,162.7041667
2022/4/10 1:08,,,,,,,56.27,111.38,47.52,20.26,285.6432222,162.6783333
2022/4/10 1:09,,,,,,,56.27,111.38,47.52,20.26,285.7055,162.6525
2022/4/10 1:10,,,,,,,56.27,111.38,47.52,20.26,285.7677778,162.6266667
2022/4/10 1:11,,,,,,,56.27,111.38,47.52,20.26,285.8300556,162.6008333
2022/4/10 1:12,,,,,,,56.27,111.38,47.52,20.26,285.8923333,162.575
2022/4/10 1:13,,,,,,,56.27,111.38,47.52,20.26,285.9546111,162.5491667
2022/4/10 1:14,,,,,,,56.27,111.38,47.52,20.26,286.0168889,162.5233333
2022/4/10 1:15,,,,,,,56.27,111.38,47.52,20.26,286.0791667,162.4975
2022/4/10 1:16,,,,,,,56.27,111.38,47.52,20.26,286.1414444,162.4716667
2022/4/10 1:17,,,,,,,56.27,111.38,47.52,20.26,286.2037222,162.4458333
2022/4/10 1:18,,,,,,,56.27,111.38,47.52,20.26,286.266,162.42
2022/4/10 1:19,,,,,,,56.27,111.38,47.52,20.26,286.3282778,162.3941667
2022/4/10 1:20,,,,,,,56.27,111.38,47.52,20.26,286.3905556,162.3683333
2022/4/10 1:21,,,,,,,56.27,111.38,47.52,20.26,286.4528333,162.3425
2022/4/10 1:22,,,,,,,56.27,111.38,47.52,20.26,286.5151111,162.3166667
2022/4/10 1:23,,,,,,,56.27,111.38,47.52,20.26,286.5773889,162.2908333
2022/4/10 1:24,,,,,,,56.27,111.38,47.52,20.26,286.6396667,162.265
2022/4/10 1:25,,,,,,,56.27,111.38,47.52,20.26,286.7019444,162.2391667
2022/4/10 1:26,,,,,,,56.27,111.38,47.52,20.26,286.7642222,162.2133333
2022/4/10 1:27,,,,,,,56.27,111.38,47.52,20.26,286.8265,162.1875
2022/4/10 1:28,,,,,,,56.27,111.38,47.52,20.26,286.8887778,162.1616667
2022/4/10 1:29,,,,,,,56.27,111.38,47.52,20.26,286.9510556,162.1358333
2022/4/10 1:30,,,,,,,56.27,111.38,47.52,20.26,287.0133333,162.11
2022/4/10 1:31,,,,,,,56.27,111.38,47.52,20.26,287.0756111,162.0841667
2022/4/10 1:32,,,,,,,56.27,111.38,47.52,20.26,287.1378889,162.0583333
2022/4/10 1:33,,,,,,,56.27,111.38,47.52,20.26,287.2001667,162.0325
2022/4/10 1:34,,,,,,,56.27,111.38,47.52,20.26,287.2624444,162.0066667
2022/4/10 1:35,,,,,,,56.27,111.38,47.52,20.26,287.3247222,161.9808333
2022/4/10 1:36,,,,,,,56.27,111.38,47.52,20.26,287.387,161.955
2022/4/10 1:37,,,,,,,56.27,111.38,47.52,20.26,287.4492778,161.9291667
2022/4/10 1:38,,,,,,,56.27,111.38,47.52,20.26,287.5115556,161.9033333
2022/4/10 1:39,,,,,,,56.27,111.38,47.52,20.26,287.5738333,161.8775
2022/4/10 1:40,,,,,,,56.27,111.38,47.52,20.26,287.6361111,161.8516667
2022/4/10 1:41,,,,,,,56.27,111.38,47.52,20.26,287.6983889,161.8258333
2022/4/10 1:42,,,,,,,56.27,111.38,47.52,20.26,287.7606667,161.8
2022/4/10 1:43,,,,,,,56.27,111.38,47.52,20.26,287.8229444,161.7741667
2022/4/10 1:44,,,,,,,56.27,111.38,47.52,20.26,287.8852222,161.7483333
2022/4/10 1:45,,,,,,,56.27,111.38,47.52,20.26,287.9475,161.7225
2022/4/10 1:46,,,,,,,56.27,111.38,47.52,20.26,288.0097778,161.6966667
2022/4/10 1:47,,,,,,,56.27,111.38,47.52,20.26,288.0720556,161.6708333
2022/4/10 1:48,,,,,,,56.27,111.38,47.52,20.26,288.1343333,161.645
2022/4/10 1:49,,,,,,,56.27,111.38,47.52,20.26,288.1966111,161.6191667
2022/4/10 1:50,,,,,,,56.27,111.38,47.52,20.26,288.2588889,161.5933333
2022/4/10 1:51,,,,,,,56.27,111.38,47.52,20.26,288.3211667,161.5675
2022/4/10 1:52,,,,,,,56.27,111.38,47.52,20.26,288.3834444,161.5416667
2022/4/10 1:53,,,,,,,56.27,111.38,47.52,20.26,288.4457222,161.5158333
2022/4/10 1:54,,,,,,,56.27,111.38,47.52,20.26,288.508,161.49
2022/4/10 1:55,,,,,,,56.27,111.38,47.52,20.26,288.5702778,161.4641667
2022/4/10 1:56,,,,,,,56.27,111.38,47.52,20.26,288.6325556,161.4383333
2022/4/10 1:57,,,,,,,56.27,111.38,47.52,20.26,288.6948333,161.4125
2022/4/10 1:58,,,,,,,56.27,111.38,47.52,20.26,288.7571111,161.3866667
2022/4/10 1:59,,,,,,,56.27,111.38,47.52,20.26,288.8193889,161.3608333
2022/4/10 2:00,,,,,,,56.27,111.38,47.52,20.26,288.8816667,161.335
2022/4/10 2:01,,,,,,,56.27,111.38,47.52,20.26,288.9439444,161.3091667
2022/4/10 2:02,,,,,,,56.27,111.38,47.52,20.26,289.0062222,161.2833333
2022/4/10 2:03,,,,,,,56.27,111.38,47.52,20.26,289.0685,161.2575
2022/4/10 2:04,,,,,,,56.27,111.38,47.52,20.26,289.1307778,161.2316667
2022/4/10 2:05,,,,,,,56.27,111.38,47.52,20.26,289.1930556,161.2058333
2022/4/10 2:06,,,,,,,56.27,111.38,47.52,20.26,289.2553333,161.18
2022/4/10 2:07,,,,,,,56.27,111.38,47.52,20.26,289.3176111,161.1541667
2022/4/10 2:08,,,,,,,56.27,111.38,47.52,20.26,289.3798889,161.1283333
2022/4/10 2:09,,,,,,,56.27,111.38,47.52,20.26,289.4421667,161.1025
2022/4/10 2:10,,,,,,,56.27,111.38,47.52,20.26,289.5044444,161.0766667
2022/4/10 2:11,,,,,,,56.27,111.38,47.52,20.26,289.5667222,161.0508333
2022/4/10 2:12,,,,,,,56.27,111.38,47.52,20.26,289.629,161.025
2022/4/10 2:13,,,,,,,56.27,111.38,47.52,20.26,289.6912778,160.9991667
2022/4/10 2:14,,,,,,,56.27,111.38,47.52,20.26,289.7535556,160.9733333
2022/4/10 2:15,,,,,,,56.27,111.38,47.52,20.26,289.8158333,160.9475
2022/4/10 2:16,,,,,,,56.27,111.38,47.52,20.26,289.8781111,160.9216667
2022/4/10 2:17,,,,,,,56.27,111.38,47.52,20.26,289.9403889,160.8958333
2022/4/10 2:18,,,,,,,56.27,111.38,47.52,20.26,290.0026667,160.87
2022/4/10 2:19,,,,,,,56.27,111.38,47.52,20.26,290.0649444,160.8441667
2022/4/10 2:20,,,,,,,56.27,111.38,47.52,20.26,290.1272222,160.8183333
2022/4/10 2:21,,,,,,,56.27,111.38,47.52,20.26,290.1895,160.7925
2022/4/10 2:22,,,,,,,56.27,111.38,47.52,20.26,290.2517778,160.7666667
2022/4/10 2:23,,,,,,,56.27,111.38,47.52,20.26,290.3140556,160.7408333
2022/4/10 2:24,,,,,,,56.27,111.38,47.52,20.26,290.3763333,160.715
2022/4/10 2:25,,,,,,,56.27,111.38,47.52,20.26,290.4386111,160.6891667
2022/4/10 2:26,,,,,,,56.27,111.38,47.52,20.26,290.5008889,160.6633333
2022/4/10 2:27,,,,,,,56.27,111.38,47.52,20.26,290.5631667,160.6375
2022/4/10 2:28,,,,,,,56.27,111.38,47.52,20.26,290.6254444,160.6116667
2022/4/10 2:29,,,,,,,56.27,111.38,47.52,20.26,290.6877222,160.5858333
2022/4/10 2:30,,,,,,,56.27,111.38,47.52,20.26,290.75,160.56
2022/4/10 2:31,,,,,,,56.27,111.38,47.52,20.26,290.8122778,160.5341667
2022/4/10 2:32,,,,,,,56.27,111.38,47.52,20.26,290.8745556,160.5083333
2022/4/10 2:33,,,,,,,56.27,111.38,47.52,20.26,290.9368333,160.4825
2022/4/10 2:34,,,,,,,56.27,111.38,47.52,20.26,290.9991111,160.4566667
2022/4/10 2:35,,,,,,,56.27,111.38,47.52,20.26,291.0613889,160.4308333
2022/4/10 2:36,,,,,,,56.27,111.38,47.52,20.26,291.1236667,160.405
2022/4/10 2:37,,,,,,,56.27,111.38,47.52,20.26,291.1859444,160.3791667
2022/4/10 2:38,,,,,,,56.27,111.38,47.52,20.26,291.2482222,160.3533333
2022/4/10 2:39,,,,,,,56.27,111.38,47.52,20.26,291.3105,160.3275
2022/4/10 2:40,,,,,,,56.27,111.38,47.52,20.26,291.3727778,160.3016667
2022/4/10 2:41,,,,,,,56.27,111.38,47.52,20.26,291.4350556,160.2758333
2022/4/10 2:42,,,,,,,56.27,111.38,47.52,20.26,291.4973333,160.25
2022/4/10 2:43,,,,,,,56.27,111.38,47.52,20.26,291.5596111,160.2241667
2022/4/10 2:44,,,,,,,56.27,111.38,47.52,20.26,291.6218889,160.1983333
2022/4/10 2:45,,,,,,,56.27,111.38,47.52,20.26,291.6841667,160.1725
2022/4/10 2:46,,,,,,,56.27,111.38,47.52,20.26,291.7464444,160.1466667
2022/4/10 2:47,,,,,,,56.27,111.38,47.52,20.26,291.8087222,160.1208333
2022/4/10 2:48,,,,,,,56.27,111.38,47.52,20.26,291.871,160.095
2022/4/10 2:49,,,,,,,56.27,111.38,47.52,20.26,291.9332778,160.0691667
2022/4/10 2:50,,,,,,,56.27,111.38,47.52,20.26,291.9955556,160.0433333
2022/4/10 2:51,,,,,,,56.27,111.38,47.52,20.26,292.0578333,160.0175
2022/4/10 2:52,,,,,,,56.27,111.38,47.52,20.26,292.1201111,159.9916667
2022/4/10 2:53,,,,,,,56.27,111.38,47.52,20.26,292.1823889,159.9658333
2022/4/10 2:54,,,,,,,56.27,111.38,47.52,20.26,292.2446667,159.94
2022/4/10 2:55,,,,,,,56.27,111.38,47.52,20.26,292.3069444,159.9141667
2022/4/10 2:56,,,,,,,56.27,111.38,47.52,20.26,292.3692222,159.8883333
2022/4/10 2:57,,,,,,,56.27,111.38,47.52,20.26,292.4315,159.8625
2022/4/10 2:58,,,,,,,56.27,111.38,47.52,20.26,292.4937778,159.8366667
2022/4/10 2:59,,,,,,,56.27,111.38,47.52,20.26,292.5560556,159.8108333
2022/4/10 3:00,,,,,,,56.27,111.38,47.52,20.26,292.6183333,159.785
2022/4/10 3:01,,,,,,,56.27,111.38,47.52,20.26,292.6806111,159.7591667
2022/4/10 3:02,,,,,,,56.27,111.38,47.52,20.26,292.7428889,159.7333333
2022/4/10 3:03,,,,,,,56.27,111.38,47.52,20.26,292.8051667,159.7075
2022/4/10 3:04,,,,,,,56.27,111.38,47.52,20.26,292.8674444,159.6816667
2022/4/10 3:05,,,,,,,56.27,111.38,47.52,20.26,292.9297222,159.6558333
2022/4/10 3:06,,,,,,,56.27,111.38,47.52,20.26,292.992,159.63
2022/4/10 3:07,,,,,,,56.27,111.38,47.52,20.26,293.0542778,159.6041667
2022/4/10 3:08,,,,,,,56.27,111.38,47.52,20.26,293.1165556,159.5783333
2022/4/10 3:09,,,,,,,56.27,111.38,47.52,20.26,293.1788333,159.5525
2022/4/10 3:10,,,,,,,56.27,111.38,47.52,20.26,293.2411111,159.5266667
2022/4/10 3:11,,,,,,,56.27,111.38,47.52,20.26,293.3033889,159.5008333
2022/4/10 3:12,,,,,,,56.27,111.38,47.52,20.26,293.3656667,159.475
2022/4/10 3:13,,,,,,,56.27,111.38,47.52,20.26,293.4279444,159.4491667
2022/4/10 3:14,,,,,,,56.27,111.38,47.52,20.26,293.4902222,159.4233333
2022/4/10 3:15,,,,,,,56.27,111.38,47.52,20.26,293.5525,159.3975
2022/4/10 3:16,,,,,,,56.27,111.38,47.52,20.26,293.6147778,159.3716667
2022/4/10 3:17,,,,,,,56.27,111.38,47.52,20.26,293.6770556,159.3458333
2022/4/10 3:18,,,,,,,56.27,111.38,47.52,20.26,293.7393333,159.32
2022/4/10 3:19,,,,,,,56.27,111.38,47.52,20.26,293.8016111,159.2941667
2022/4/10 3:20,,,,,,,56.27,111.38,47.52,20.26,293.8638889,159.2683333
2022/4/10 3:21,,,,,,,56.27,111.38,47.52,20.26,293.9261667,159.2425
2022/4/10 3:22,,,,,,,56.27,111.38,47.52,20.26,293.9884444,159.2166667
2022/4/10 3:23,,,,,,,56.27,111.38,47.52,20.26,294.0507222,159.1908333
2022/4/10 3:24,,,,,,,56.27,111.38,47.52,20.26,294.113,159.165
2022/4/10 3:25,,,,,,,56.27,111.38,47.52,20.26,294.1752778,159.1391667
2022/4/10 3:26,,,,,,,56.27,111.38,47.52,20.26,294.2375556,159.1133333
2022/4/10 3:27,,,,,,,56.27,111.38,47.52,20.26,294.2998333,159.0875
2022/4/10 3:28,,,,,,,56.27,111.38,47.52,20.26,294.3621111,159.0616667
2022/4/10 3:29,,,,,,,56.27,111.38,47.52,20.26,294.4243889,159.0358333
2022/4/10 3:30,,,,,,,56.27,111.38,47.52,20.26,294.4866667,159.01
2022/4/10 3:31,,,,,,,56.27,111.38,47.52,20.26,294.5489444,158.9841667
2022/4/10 3:32,,,,,,,56.27,111.38,47.52,20.26,294.6112222,158.9583333
2022/4/10 3:33,,,,,,,56.27,111.38,47.52,20.26,294.6735,158.9325
2022/4/10 3:34,,,,,,,56.27,111.38,47.52,20.26,294.7357778,158.9066667
2022/4/10 3:35,,,,,,,56.27,111.38,47.52,20.26,294.7980556,158.8808333
2022/4/10 3:36,,,,,,,56.27,111.38,47.52,20.26,294.8603333,158.855
2022/4/10 3:37,,,,,,,56.27,111.38,47.52,20.26,294.9226111,158.8291667
2022/4/10 3:38,,,,,,,56.27,111.38,47.52,20.26,294.9848889,158.8033333
2022/4/10 3:39,,,,,,,56.27,111.38,47.52,20.26,295.0471667,158.7775
2022/4/10 3:40,,,,,,,56.27,111.38,47.52,20.26,295.1094444,158.7516667
2022/4/10 3:41,,,,,,,56.27,111.38,47.52,20.26,295.1717222,158.7258333
2022/4/10 3:42,,,,,,,56.27,111.38,47.52,20.26,295.234,158.7
2022/4/10 3:43,,,,,,,56.27,111.38,47.52,20.26,295.2962778,158.6741667
2022/4/10 3:44,,,,,,,56.27,111.38,47.52,20.26,295.3585556,158.6483333
2022/4/10 3:45,,,,,,,56.27,111.38,47.52,20.26,295.4208333,158.6225
2022/4/10 3:46,,,,,,,56.27,111.38,47.52,20.26,295.4831111,158.5966667
2022/4/10 3:47,,,,,,,56.27,111.38,47.52,20.26,295.5453889,158.5708333
2022/4/10 3:48,,,,,,,56.27,111.38,47.52,20.26,295.6076667,158.545
2022/4/10 3:49,,,,,,,56.27,111.38,47.52,20.26,295.6699444,158.5191667
2022/4/10 3:50,,,,,,,56.27,111.38,47.52,20.26,295.7322222,158.4933333
2022/4/10 3:51,,,,,,,56.27,111.38,47.52,20.26,295.7945,158.4675
2022/4/10 3:52,,,,,,,56.27,111.38,47.52,20.26,295.8567778,158.4416667
2022/4/10 3:53,,,,,,,56.27,111.38,47.52,20.26,295.9190556,158.4158333
2022/4/10 3:54,,,,,,,56.27,111.38,47.52,20.26,295.9813333,158.39
2022/4/10 3:55,,,,,,,56.27,111.38,47.52,20.26,296.0436111,158.3641667
2022/4/10 3:56,,,,,,,56.27,111.38,47.52,20.26,296.1058889,158.3383333
2022/4/10 3:57,,,,,,,56.27,111.38,47.52,20.26,296.1681667,158.3125
2022/4/10 3:58,,,,,,,56.27,111.38,47.52,20.26,296.2304444,158.2866667
2022/4/10 3:59,,,,,,,56.27,111.38,47.52,20.26,296.2927222,158.2608333
2022/4/10 4:00,,,,,,,56.27,111.38,47.52,20.26,296.355,158.235
2022/4/10 4:01,,,,,,,56.27,111.38,47.52,20.26,296.4172778,158.2091667
2022/4/10 4:02,,,,,,,56.27,111.38,47.52,20.26,296.4795556,158.1833333
2022/4/10 4:03,,,,,,,56.27,111.38,47.52,20.26,296.5418333,158.1575
2022/4/10 4:04,,,,,,,56.27,111.38,47.52,20.26,296.6041111,158.1316667
2022/4/10 4:05,,,,,,,56.27,111.38,47.52,20.26,296.6663889,158.1058333
2022/4/10 4:06,,,,,,,56.27,111.38,47.52,20.26,296.7286667,158.08
2022/4/10 4:07,,,,,,,56.27,111.38,47.52,20.26,296.7909444,158.0541667
2022/4/10 4:08,,,,,,,56.27,111.38,47.52,20.26,296.8532222,158.0283333
2022/4/10 4:09,,,,,,,56.27,111.38,47.52,20.26,296.9155,158.0025
2022/4/10 4:10,,,,,,,56.27,111.38,47.52,20.26,296.9777778,157.9766667
2022/4/10 4:11,,,,,,,56.27,111.38,47.52,20.26,297.0400556,157.9508333
2022/4/10 4:12,,,,,,,56.27,111.38,47.52,20.26,297.1023333,157.925
2022/4/10 4:13,,,,,,,56.27,111.38,47.52,20.26,297.1646111,157.8991667
2022/4/10 4:14,,,,,,,56.27,111.38,47.52,20.26,297.2268889,157.8733333
2022/4/10 4:15,,,,,,,56.27,111.38,47.52,20.26,297.2891667,157.8475
2022/4/10 4:16,,,,,,,56.27,111.38,47.52,20.26,297.3514444,157.8216667
2022/4/10 4:17,,,,,,,56.27,111.38,47.52,20.26,297.4137222,157.7958333
2022/4/10 4:18,,,,,,,56.27,111.38,47.52,20.26,297.476,157.77
2022/4/10 4:19,,,,,,,56.27,111.38,47.52,20.26,297.5382778,157.7441667
2022/4/10 4:20,,,,,,,56.27,111.38,47.52,20.26,297.6005556,157.7183333
2022/4/10 4:21,,,,,,,56.27,111.38,47.52,20.26,297.6628333,157.6925
2022/4/10 4:22,,,,,,,56.27,111.38,47.52,20.26,297.7251111,157.6666667
2022/4/10 4:23,,,,,,,56.27,111.38,47.52,20.26,297.7873889,157.6408333
2022/4/10 4:24,,,,,,,56.27,111.38,47.52,20.26,297.8496667,157.615
2022/4/10 4:25,,,,,,,56.27,111.38,47.52,20.26,297.9119444,157.5891667
2022/4/10 4:26,,,,,,,56.27,111.38,47.52,20.26,297.9742222,157.5633333
2022/4/10 4:27,,,,,,,56.27,111.38,47.52,20.26,298.0365,157.5375
2022/4/10 4:28,,,,,,,56.27,111.38,47.52,20.26,298.0987778,157.5116667
2022/4/10 4:29,,,,,,,56.27,111.38,47.52,20.26,298.1610556,157.4858333
2022/4/10 4:30,,,,,,,56.27,111.38,47.52,20.26,298.2233333,157.46
2022/4/10 4:31,,,,,,,56.27,111.38,47.52,20.26,298.2856111,157.4341667
2022/4/10 4:32,,,,,,,56.27,111.38,47.52,20.26,298.3478889,157.4083333
2022/4/10 4:33,,,,,,,56.27,111.38,47.52,20.26,298.4101667,157.3825
2022/4/10 4:34,,,,,,,56.27,111.38,47.52,20.26,298.4724444,157.3566667
2022/4/10 4:35,,,,,,,56.27,111.38,47.52,20.26,298.5347222,157.3308333
2022/4/10 4:36,,,,,,,56.27,111.38,47.52,20.26,298.597,157.305
2022/4/10 4:37,,,,,,,56.27,111.38,47.52,20.26,298.6592778,157.2791667
2022/4/10 4:38,,,,,,,56.27,111.38,47.52,20.26,298.7215556,157.2533333
2022/4/10 4:39,,,,,,,56.27,111.38,47.52,20.26,298.7838333,157.2275
2022/4/10 4:40,,,,,,,56.27,111.38,47.52,20.26,298.8461111,157.2016667
2022/4/10 4:41,,,,,,,56.27,111.38,47.52,20.26,298.9083889,157.1758333
2022/4/10 4:42,,,,,,,56.27,111.38,47.52,20.26,298.9706667,157.15
2022/4/10 4:43,,,,,,,56.27,111.38,47.52,20.26,299.0329444,157.1241667
2022/4/10 4:44,,,,,,,56.27,111.38,47.52,20.26,299.0952222,157.0983333
2022/4/10 4:45,,,,,,,56.27,111.38,47.52,20.26,299.1575,157.0725
2022/4/10 4:46,,,,,,,56.27,111.38,47.52,20.26,299.2197778,157.0466667
2022/4/10 4:47,,,,,,,56.27,111.38,47.52,20.26,299.2820556,157.0208333
2022/4/10 4:48,,,,,,,56.27,111.38,47.52,20.26,299.3443333,156.995
2022/4/10 4:49,,,,,,,56.27,111.38,47.52,20.26,299.4066111,156.9691667
2022/4/10 4:50,,,,,,,56.27,111.38,47.52,20.26,299.4688889,156.9433333
2022/4/10 4:51,,,,,,,56.27,111.38,47.52,20.26,299.5311667,156.9175
2022/4/10 4:52,,,,,,,56.27,111.38,47.52,20.26,299.5934444,156.8916667
2022/4/10 4:53,,,,,,,56.27,111.38,47.52,20.26,299.6557222,156.8658333
2022/4/10 4:54,,,,,,,56.27,111.38,47.52,20.26,299.718,156.84
2022/4/10 4:55,,,,,,,56.27,111.38,47.52,20.26,299.7802778,156.8141667
2022/4/10 4:56,,,,,,,56.27,111.38,47.52,20.26,299.8425556,156.7883333
2022/4/10 4:57,,,,,,,56.27,111.38,47.52,20.26,299.9048333,156.7625
2022/4/10 4:58,,,,,,,56.27,111.38,47.52,20.26,299.9671111,156.7366667
2022/4/10 4:59,,,,,,,56.27,111.38,47.52,20.26,300.0293889,156.7108333
2022/4/10 5:00,,,,,,,56.27,111.38,47.52,20.26,300.0916667,156.685
2022/4/10 5:01,,,,,,,56.27,111.38,47.52,20.26,300.1539444,156.6591667
2022/4/10 5:02,,,,,,,56.27,111.38,47.52,20.26,300.2162222,156.6333333
2022/4/10 5:03,,,,,,,56.27,111.38,47.52,20.26,300.2785,156.6075
2022/4/10 5:04,,,,,,,56.27,111.38,47.52,20.26,300.3407778,156.5816667
2022/4/10 5:05,,,,,,,56.27,111.38,47.52,20.26,300.4030556,156.5558333
2022/4/10 5:06,,,,,,,56.27,111.38,47.52,20.26,300.4653333,156.53
2022/4/10 5:07,,,,,,,56.27,111.38,47.52,20.26,300.5276111,156.5041667
2022/4/10 5:08,,,,,,,56.27,111.38,47.52,20.26,300.5898889,156.4783333
2022/4/10 5:09,,,,,,,56.27,111.38,47.52,20.26,300.6521667,156.4525
2022/4/10 5:10,,,,,,,56.27,111.38,47.52,20.26,300.7144444,156.4266667
